Session Number,Date of Tasting,Coffee Name,Roast Level,Brew Method,Acidity,Sweetness,Body,Flavor Notes,Overall Rating,Tasting Notes
1,2024-10-09,Finca la Cumbre,Light,AeroPress,5,5,5,red apple,1,
